0.0766602		0.21582
0.21582		0.243652
0.243652		0.449219
0.449219		0.090332
0.090332		0.0185547
0.0185547		0.804199
0.804199		0.361328
0.361328		0.0727539
0.0727539		0.415039
0.415039		0.0834961
0.0834961		0.617188
0.617188		0.523926
0.523926		0.905273
0.905273		0.581543
0.581543		0.716797
0.716797		0.943848
0.943848		0.989258
0.989258		0.79834
0.79834		0.160156
0.160156		0.83252
0.83252		0.166992
0.166992		0.233887
0.233887		0.447266
0.447266		0.689941
0.689941		0.938477
0.938477		0.388184
0.388184		0.078125
0.078125		0.0161133
0.0161133		0.803711
0.803711		0.76123
0.76123		0.552734
0.552734		0.311035
0.311035		0.262695
0.262695		0.853027
0.853027		0.371094
0.371094		0.074707
0.074707		0.81543
0.81543		0.163574
0.163574		0.0332031
0.0332031		0.807129
0.807129		0.961914
0.961914		0.192871
0.192871		0.0390625
0.0390625		0.00830078
0.00830078		0.202148
0.202148		0.440918
0.440918		0.888672
0.888672		0.178223
0.178223		0.0361328
0.0361328		0.407715
0.407715		0.0820312
0.0820312		0.816895
0.816895		0.963867
0.963867		0.593262
0.593262		0.119141
0.119141		0.424316
0.424316		0.485352
0.485352		0.497559
0.497559		0.5
0.5		0.500488
0.500488		0.100586
0.100586		0.620605
0.620605		0.724609
0.724609		0.54541
0.54541		0.30957
0.30957		0.462402
0.462402		0.292969
0.292969		0.059082
0.059082		0.612305
0.612305		0.522949
0.522949		0.705078
0.705078		0.541504
0.541504		0.508789
0.508789		0.302246
0.302246		0.460938
0.460938		0.492676
0.492676		0.499023
0.499023		0.300293
0.300293		0.0605469
0.0605469		0.412598
0.412598		0.0830078
0.0830078		0.0170898
0.0170898		0.00390625
0.00390625		0.80127
0.80127		0.760742
0.760742		0.952637
0.952637		0.791016
0.791016		0.158691
0.158691		0.0322266
0.0322266		0.606934
0.606934		0.921875
0.921875		0.984863
0.984863		0.397461
0.397461		0.47998
0.47998		0.896484
0.896484		0.779785
0.779785		0.356445
0.356445		0.0717773
0.0717773		0.214844
0.214844		0.043457
0.043457		0.40918
0.40918		0.882324
0.882324		0.376953
0.376953		0.275879
0.275879		0.0556641
0.0556641		0.411621
0.411621		0.882812
0.882812		0.977051
0.977051		0.795898
0.795898		0.159668
0.159668		0.232422
0.232422		0.646973
0.646973		0.129883
0.129883		0.626465
0.626465		0.925781
0.925781		0.785645
0.785645		0.557617
0.557617		0.312012
0.312012		0.462891
0.462891		0.893066
0.893066		0.579102
0.579102		0.716309
0.716309		0.34375
0.34375		0.469238
0.469238		0.694336
0.694336		0.339355
0.339355		0.0683594
0.0683594		0.0141602
0.0141602		0.40332
0.40332		0.681152
0.681152		0.136719
0.136719		0.027832
0.027832		0.206055
0.206055		0.241699
0.241699		0.0488281
0.0488281		0.0102539
0.0102539		0.602539
0.602539		0.520996
0.520996		0.304688
0.304688		0.461426
0.461426		0.0927734
0.0927734		0.019043
0.019043		0.404297
0.404297		0.881348
0.881348		0.176758
0.176758		0.23584
0.23584		0.847656
0.847656		0.77002
0.77002		0.354492
0.354492		0.671387
0.671387		0.134766
0.134766		0.627441
0.627441		0.125977
0.125977		0.825684
0.825684		0.765625
0.765625		0.953613
0.953613		0.991211
0.991211		0.19873
0.19873		0.240234
0.240234		0.248535
0.248535		0.450195
0.450195		0.290527
0.290527		0.0585938
0.0585938		0.012207
0.012207		0.00292969
0.00292969		0.601074
0.601074		0.720703
0.720703		0.744629
0.744629		0.149414
0.149414		0.630371
0.630371		0.726562
0.726562		0.945801
0.945801		0.389648
0.389648		0.878418
0.878418		0.576172
0.576172		0.115723
0.115723		0.223633
0.223633		0.845215
0.845215		0.769531
0.769531		0.754395
0.754395		0.151367
0.151367		0.0307617
0.0307617		0.806641
0.806641		0.361816
0.361816		0.672852
0.672852		0.935059
0.935059		0.1875
0.1875		0.437988
0.437988		0.288086
0.288086		0.0581055
0.0581055		0.412109
0.412109		0.48291
0.48291		0.49707
0.49707		0.899902
0.899902		0.980469
0.980469		0.996582
0.996582		0.799805
0.799805		0.960449
0.960449		0.392578
0.392578		0.479004
0.479004		0.696289
0.696289		0.739746
0.739746		0.148438
0.148438		0.430176
0.430176		0.686523
0.686523		0.737793
0.737793		0.748047
0.748047		0.350098
0.350098		0.270508
0.270508		0.45459
0.45459		0.691406
0.691406		0.73877
0.73877		0.948242
0.948242		0.390137
0.390137		0.478516
0.478516		0.0961914
0.0961914		0.219727
0.219727		0.0444336
0.0444336		0.609375
0.609375		0.922363
0.922363		0.584961
0.584961		0.91748
0.91748		0.583984
0.583984		0.717285
0.717285		0.543945
0.543945		0.509277
0.509277		0.902344
0.902344		0.980957
0.980957		0.59668
0.59668		0.319824
0.319824		0.0644531
0.0644531		0.213379
0.213379		0.243164
0.243164		0.849121
0.849121		0.570312
0.570312		0.914551
0.914551		0.983398
0.983398		0.597168
0.597168		0.919922
0.919922		0.584473
0.584473		0.317383
0.317383		0.0639648
0.0639648		0.613281
0.613281		0.723145
0.723145		0.745117
0.745117		0.749512
0.749512		0.150391
0.150391		0.830566
0.830566		0.766602
0.766602		0.153809
0.153809		0.03125
0.03125		0.406738
0.406738		0.881836
0.881836		0.776855
0.776855		0.755859
0.755859		0.95166
0.95166		0.59082
0.59082		0.118652
0.118652		0.824219
0.824219		0.965332
0.965332		0.393555
0.393555		0.679199
0.679199		0.736328
0.736328		0.947754
0.947754		0.790039
0.790039		0.958496
0.958496		0.992188
0.992188		0.398926
0.398926		0.280273
0.280273		0.456543
0.456543		0.0917969
0.0917969		0.818848
0.818848		0.364258
0.364258		0.67334
0.67334		0.535156
0.535156		0.70752
0.70752		0.541992
0.541992		0.108887
0.108887		0.822266
0.822266		0.564941
0.564941		0.313477
0.313477		0.263184
0.263184		0.453125
0.453125		0.891113
0.891113		0.178711
0.178711		0.63623
0.63623		0.927734
0.927734		0.186035
0.186035		0.637695
0.637695		0.728027
0.728027		0.746094
0.746094		0.949707
0.949707		0.19043
0.19043		0.0385742
0.0385742		0.408203
0.408203		0.682129
0.682129		0.336914
0.336914		0.0678711
0.0678711		0.414062
0.414062		0.883301
0.883301		0.577148
0.577148		0.315918
0.315918		0.263672
0.263672		0.0532227
0.0532227		0.411133
0.411133		0.282715
0.282715		0.457031
0.457031		0.691895
0.691895		0.338867
0.338867		0.468262
0.468262		0.494141
0.494141		0.299316
0.299316		0.860352
0.860352		0.372559
0.372559		0.875
0.875		0.375488
0.375488		0.475586
0.475586		0.495605
0.495605		0.0996094
0.0996094		0.42041
0.42041		0.68457
0.68457		0.337402
0.337402		0.667969
0.667969		0.934082
0.934082		0.987305
0.987305		0.397949
0.397949		0.0800781
0.0800781		0.416504
0.416504		0.883789
0.883789		0.177246
0.177246		0.835938
0.835938		0.367676
0.367676		0.874023
0.874023		0.175293
0.175293		0.435547
0.435547		0.287598
0.287598		0.458008
0.458008		0.89209
0.89209		0.378906
0.378906		0.67627
0.67627		0.135742
0.135742		0.827637
0.827637		0.166016
0.166016		0.0336914
0.0336914		0.407227
0.407227		0.481934
0.481934		0.296875
0.296875		0.859863
0.859863		0.772461
0.772461		0.35498
0.35498		0.271484
0.271484		0.654785
0.654785		0.731445
0.731445		0.946777
0.946777		0.589844
0.589844		0.918457
0.918457		0.78418
0.78418		0.757324
0.757324		0.751953
0.751953		0.150879
0.150879		0.430664
0.430664		0.286621
0.286621		0.257812
0.257812		0.852051
0.852051		0.170898
0.170898		0.034668
0.034668		0.607422
0.607422		0.521973
0.521973		0.504883
0.504883		0.501465
0.501465		0.300781
0.300781		0.660645
0.660645		0.932617
0.932617		0.187012
0.187012		0.837891
0.837891		0.768066
0.768066		0.954102
0.954102		0.591309
0.591309		0.71875
0.71875		0.344238
0.344238		0.0693359
0.0693359		0.214355
0.214355		0.443359
0.443359		0.88916
0.88916		0.77832
0.77832		0.556152
0.556152		0.511719
0.511719		0.902832
0.902832		0.581055
0.581055		0.116699
0.116699		0.423828
0.423828		0.885254
0.885254		0.977539
0.977539		0.395996
0.395996		0.679688
0.679688		0.336426
0.336426		0.467773
0.467773		0.894043
0.894043		0.779297
0.779297		0.756348
0.756348		0.551758
0.551758		0.11084
0.11084		0.222656
0.222656		0.64502
0.64502		0.729492
0.729492		0.546387
0.546387		0.509766
0.509766		0.502441
0.502441		0.500977
0.500977		0.700684
0.700684		0.140625
0.140625		0.828613
0.828613		0.366211
0.366211		0.0737305
0.0737305		0.615234
0.615234		0.123535
0.123535		0.825195
0.825195		0.165527
0.165527		0.433594
0.433594		0.887207
0.887207		0.37793
0.37793		0.476074
0.476074		0.0957031
0.0957031		0.619629
0.619629		0.524414
0.524414		0.505371
0.505371		0.101562
0.101562		0.820801
0.820801		0.764648
0.764648		0.753418
0.753418		0.951172
0.951172		0.990723
0.990723		0.598633
0.598633		0.720215
0.720215		0.144531
0.144531		0.629395
0.629395		0.526367
0.526367		0.905762
0.905762		0.181641
0.181641		0.236816
0.236816		0.0478516
0.0478516		0.810059
0.810059		0.5625
0.5625		0.312988
0.312988		0.663086
0.663086		0.933105
0.933105		0.787109
0.787109		0.35791
0.35791		0.87207
0.87207		0.774902
0.774902		0.355469
0.355469		0.871582
0.871582		0.174805
0.174805		0.835449
0.835449		0.767578
0.767578		0.354004
0.354004		0.0712891
0.0712891		0.614746
