12345	207482415
207482415	1791392328
1791392328	213602716
213602716	1576088083
1576088083	104684316
104684316	640395231
640395231	2083335028
2083335028	2042478300
2042478300	410655085
410655085	2015852608
2015852608	1736680032
1736680032	1934422015
1934422015	1079628644
1079628644	1231381557
1231381557	532312336
532312336	157590918
157590918	1934434360
1934434360	1287111059
1287111059	875290237
875290237	745915052
745915052	1733679001
1733679001	2039118676
2039118676	1927506290
1927506290	811141617
811141617	640909704
640909704	2144334086
2144334086	1907487636
1907487636	1516702674
1516702674	598079984
598079984	1720538348
1720538348	1228231995
1228231995	292316324
292316324	1674293592
1674293592	385030696
385030696	860165759
860165759	2103522232
2103522232	1038231376
1038231376	1260488945
1260488945	276665724
276665724	640188401
640188401	767180201
767180201	1679141080
1679141080	1257339383
1257339383	36669712
36669712	9407427
9407427	1365260185
1365260185	1252195780
1252195780	338087730
338087730	328986036
328986036	1683701019
1683701019	1750290881
1750290881	2112361539
2112361539	294126314
294126314	1367217412
1367217412	796706316
796706316	2026956605
2026956605	605066292
605066292	1061306515
1061306515	898874844
898874844	2054045699
2054045699	2063626317
2063626317	614473719
614473719	279083052
279083052	3586976
3586976	244649781
244649781	245128705
245128705	150691090
150691090	2029373933
2029373933	2115948515
2115948515	538776095
538776095	1612346117
1612346117	947397406
947397406	1908846890
1908846890	573531159
573531159	1600082610
1600082610	363737313
363737313	853959457
853959457	1824989559
1824989559	1188004878
1188004878	1879165662
1879165662	367324289
367324289	1098609238
1098609238	2070118264
2070118264	1338695968
1338695968	1761055947
1761055947	335789156
335789156	1637385333
1637385333	1534980733
1534980733	138609726
138609726	1522419189
1522419189	909320315
909320315	1089984295
1089984295	1898718046
1898718046	992569183
992569183	1199925100
1199925100	2097325193
2097325193	821666309
821666309	118558687
118558687	2091178421
2091178421	1122559716
1122559716	1288537513
1288537513	435238608
435238608	454347843
454347843	1581080106
1581080106	510056801
510056801	1427147239
1427147239	1957657797
1957657797	1363668158
1363668158	523580753
523580753	261291199
261291199	272232774
272232774	1010099249
1010099249	1313509703
1313509703	1345247062
1345247062	379849886
379849886	215927547
215927547	2132658965
2132658965	454563568
454563568	1780485670
1780485670	834197729
834197729	1797007653
1797007653	495232118
495232118	1881710807
1881710807	1590659819
1590659819	50382239
50382239	173104758
173104758	756523317
756523317	6459933
6459933	453275420
453275420	1363891942
1363891942	1518351820
1518351820	1136373203
1136373203	222387480
222387480	438450737
438450737	1818455510
1818455510	1151353842
1151353842	1970570932
1970570932	2019395133
2019395133	933682855
933682855	1552682669
1552682669	594530013
594530013	2020953171
2020953171	45016243
45016243	1690206172
1690206172	1559142602
1559142602	1047805433
1047805433	1237361465
1237361465	1563368063
1563368063	679095727
679095727	1781530082
1781530082	1486256170
1486256170	908333327
908333327	567238257
567238257	502183011
502183011	1653441567
1653441567	272455377
272455377	313532348
313532348	1161768270
1161768270	375652534
375652534	1698457810
1698457810	1962661549
1962661549	1872674950
1872674950	62090055
62090055	1613013999
1613013999	1114342225
1114342225	494273628
494273628	1506721384
1506721384	1548346225
1548346225	373863678
373863678	1681580482
1681580482	996456639
996456639	1012679303
1012679303	1820801602
1820801602	687396026
687396026	695865104
695865104	1372109173
1372109173	563653465
563653465	1635979503
1635979503	412587328
412587328	757955159
757955159	837639524
837639524	1677995690
1677995690	2130253131
2130253131	1919308712
1919308712	158817736
158817736	1211503202
1211503202	1212092524
1212092524	979226122
979226122	784504367
784504367	1979619338
1979619338	1898899228
1898899228	1907957628
1907957628	203851647
203851647	1348157832
1348157832	1468115193
1468115193	164002908
164002908	518429139
518429139	1041491171
1041491171	878669874
878669874	1450884676
1450884676	2083311620
2083311620	677246875
677246875	105510725
105510725	2090762398
2090762398	282627150
282627150	720332339
720332339	509382565
509382565	2004409953
2004409953	1851236378
1851236378	486478797
486478797	2068490171
2068490171	1977497758
1977497758	20929213
20929213	222181869
222181869	1527969968
1527969968	799676397
799676397	1280898786
1280898786	2104240833
2104240833	899428744
899428744	1633480693
1633480693	742955147
742955147	1563525936
1563525936	677089524
677089524	1408811309
1408811309	1490406998
1490406998	446707877
446707877	2050004733
2050004733	598096047
598096047	1238825419
1238825419	1511336211
1511336211	668889746
668889746	1430491053
1430491053	1397772444
1397772444	372240557
372240557	1468093396
1468093396	1568318490
1568318490	916488098
916488098	2140727591
2140727591	1935766493
